Submit_ID,SubmitStatus,Sold_in,Brand,Model Number,Family Name,Country,N-Standard,ApplStandard,Width,Height,Depth,Product Class,Availability Status,Product Website,Representative Brand URL,Expiry Date,Suitable for Gas Types,Nominal Gas Consumption (MJ/Hour),Nominal Delivery output (x Litres per min. @ 45°C rise),Comparative Annual Energy Consumption (MJ/Year),Suitable for Solar boosting,Storage Capacity (Litres),Water Heater Type
103129,Approved,Australia,THERMANN,26LP60C,26LP/NG60C,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2021-11-17,"Natural Gas,Propane",173.0,16.25,16732.0,True,0.0,Instantaneous
103129,Approved,Australia,THERMANN,26LP/NG60C,26LP/NG60C,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2021-11-17,"Natural Gas,Propane",173.0,16.25,16732.0,True,0.0,Instantaneous
103129,Approved,Australia,THERMANN,26NG60C,26LP/NG60C,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,,,2021-11-17,"Natural Gas,Propane",173.0,16.25,16732.0,True,0.0,Instantaneous
103137,Approved,Australia,Solahart,10143242,Outdoor Instantaneous Water Heater 24L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.solahart.com.au/,2026-10-25,"Natural Gas,Propane",189.0,24.0,18936.0,True,0.0,Instantaneous
103137,Approved,Australia,Solahart,10143243,Outdoor Instantaneous Water Heater 24L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.solahart.com.au/,2026-10-25,"Natural Gas,Propane",189.0,24.0,18936.0,True,0.0,Instantaneous
103137,Approved,Australia,Solahart,Outdoor Instantaneous Water Heater 24L,Outdoor Instantaneous Water Heater 24L,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.solahart.com.au/,2026-10-25,"Natural Gas,Propane",189.0,24.0,18936.0,True,0.0,Instantaneous
103141,Approved,Australia,Solahart,10143274,Outdoor Instantaneous Water Heater 27L 6 Star,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.solahart.com.au/,2026-10-25,"Natural Gas,Propane",205.0,27.0,18640.0,True,0.0,Instantaneous
103141,Approved,Australia,Solahart,10143275,Outdoor Instantaneous Water Heater 27L 6 Star,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.solahart.com.au/,2026-10-25,"Natural Gas,Propane",205.0,27.0,18640.0,True,0.0,Instantaneous
103141,Approved,Australia,Solahart,Outdoor Instantaneous Water Heater 27L 6 Star,Outdoor Instantaneous Water Heater 27L 6 Star,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.solahart.com.au/,2026-10-25,"Natural Gas,Propane",205.0,27.0,18640.0,True,0.0,Instantaneous
103144,Approved,Australia,VULCAN,244627NF/J,Outdoor Instantaneous Water Heater 27L 6 Star,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.vulcan.com.au,2026-10-25,"Natural Gas,Propane",205.0,27.0,18640.0,True,0.0,Instantaneous
103144,Approved,Australia,VULCAN,244627PF/J,Outdoor Instantaneous Water Heater 27L 6 Star,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.vulcan.com.au,2026-10-25,"Natural Gas,Propane",205.0,27.0,18640.0,True,0.0,Instantaneous
103144,Approved,Australia,VULCAN,Outdoor Instantaneous Water Heater 27L 6 Star,Outdoor Instantaneous Water Heater 27L 6 Star,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 2,Available,http://www.rheem.com.au/,http://www.vulcan.com.au,2026-10-25,"Natural Gas,Propane",205.0,27.0,18640.0,True,0.0,Instantaneous
103147,Approved,,Everhot,218170N0,Outdoor Mains Pressure Storage Water Heater 170L Natural Gas,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,,2026-10-25,Natural Gas,27.0,0.0,22734.0,,170.0,Storage
103147,Approved,,Everhot,218170N0/B,Outdoor Mains Pressure Storage Water Heater 170L Natural Gas,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,,2026-10-25,Natural Gas,27.0,0.0,22734.0,,170.0,Storage
103147,Approved,,Everhot,218170P0,Outdoor Mains Pressure Storage Water Heater 170L Natural Gas,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,,2026-10-25,Natural Gas,27.0,0.0,22734.0,,170.0,Storage
103147,Approved,,Everhot,218170P0/B,Outdoor Mains Pressure Storage Water Heater 170L Natural Gas,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,,2026-10-25,Natural Gas,27.0,0.0,22734.0,,170.0,Storage
103147,Approved,,Everhot,Outdoor Mains Pressure Storage Water Heater 170L Natural Gas,Outdoor Mains Pressure Storage Water Heater 170L Natural Gas,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,,2026-10-25,Natural Gas,27.0,0.0,22734.0,,170.0,Storage
103148,Approved,,VULCAN,648170N0/B,Outdoor Mains Pressure Storage Water Heater 170L Natural Gas,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,http://www.vulcan.com.au,2026-10-25,Natural Gas,27.0,0.0,22734.0,,170.0,Storage
103148,Approved,,VULCAN,648170N0/C,Outdoor Mains Pressure Storage Water Heater 170L Natural Gas,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,http://www.vulcan.com.au,2026-10-25,Natural Gas,27.0,0.0,22734.0,,170.0,Storage
103148,Approved,,VULCAN,648170NO,Outdoor Mains Pressure Storage Water Heater 170L Natural Gas,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,http://www.vulcan.com.au,2026-10-25,Natural Gas,27.0,0.0,22734.0,,170.0,Storage
103148,Approved,,VULCAN,648170P0,Outdoor Mains Pressure Storage Water Heater 170L Natural Gas,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,http://www.vulcan.com.au,2026-10-25,Natural Gas,27.0,0.0,22734.0,,170.0,Storage
103148,Approved,,VULCAN,648170P0/B,Outdoor Mains Pressure Storage Water Heater 170L Natural Gas,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,http://www.rheem.com.au/,http://www.vulcan.com.au,2026-10-25,Natural Gas,27.0,0.0,22734.0,,170.0,Storage
