ApplStandard,Brand,Cap,Cap (Second Drum),CEC Cold,CEC Cold (Second Drum),CEC_,CEC_ (Second Drum),Cold Prog,Cold Prog (Second Drum),Cold Wat Cons,Cold Wat Cons (Second Drum),Combination,Combination (Second Drum),Conn_Mode,Conn_Mode (Second Drum),Country,delayStartMode,delayStartMode (Second Drum),Depth,Depth (Second Drum),DetergentType,DetergentType (Second Drum),Height,Height (Second Drum),Hot Wat Cons,Hot Wat Cons (Second Drum),internal_heater,internal_heater (Second Drum),Loading,Loading (Second Drum),MachineAction,MachineAction (Second Drum),Model No,Family Name,N-Standard,New SRI,New SRI (Second Drum),New Star,New Star (Second Drum),postProgenergy,postProgenergy (Second Drum),powerConsMode,powerConsMode (Second Drum),Prog Name,Prog Name (Second Drum),Sold_in,standbyPowerUsage,standbyPowerUsage (Second Drum),Submit_ID,SubmitStatus,Test Prog Time,Test Prog Time (Second Drum),Tot Wat Cons,Tot Wat Cons (Second Drum),Type,Type (Second Drum),WEI,WEI (Second Drum),Width,Width (Second Drum),ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Program Time,Program Time (Second Drum),Hot Water (L),Hot Water (L) (Second Drum),Cold Water (L),Cold Water (L) (Second Drum),Star Rating (old),Star Image Large,Star Image Large (Second Drum),Star Image Small,Star Image Small (Second Drum),Registration Number
AS/NZS 2040.2:2005 (Legacy),CLASSIQUE,7,,,,394,,,,,,False,,Cold,,"Thailand,Turkey,China",True,,,,Drum,,,,,,Yes on the warm wash program only,,Front,,,,CL70FLW,,AS/NZS 2040.1:2005/Amdt 3:2010,3.18885743139155,,3.0,,0.0,,1.37,,"Cotton Eco, 60°C, 1200",,New Zealand,0.17,,96968,Approved,180.0,,0.0,,Drum,,0.56,,,,2116-02-25,,Single product class,Available,http://www.applico.co.nz/,http://www.applico.co.nz/,180.0,,60.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,,ZCW0084
AS/NZS 2040.2:2005 (Legacy),CLASSIQUE,5.5,,,,474,,,,,,False,,Cold,,"Thailand,Turkey,China",True,,,,Drum,,,,,,Yes on the warm wash program only,,Front,,,,CL55FLW,,AS/NZS 2040.1:2005/Amdt 3:2010,2.00487621519269,,2.0,,0.0,,1.35,,"Cotton, 60°C, 1000 rpm",,New Zealand,0.2,,96971,Approved,263.0,,0.0,,Drum,,0.68286,,,,2116-02-25,,Single product class,Available,http://www.applico.co.nz/,http://www.applico.co.nz/,263.0,,68.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ZCW0085
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,V-ZUG,8,,,,186,,,,,,False,,Cold,,Switzerland,True,,,,Drum,,,,,,Yes on the warm wash program only,,Front,,,,11014,,AS/NZS 2040.1:2005/Amdt 3:2010,5.07756664367166,,5.0,,1e-05,,0.12,,40  ͦ C Coloureds normal,,"Australia,New Zealand",0.12,,96974,Approved,197.52,,0.0,,Drum,,0.54051,,,,2021-05-12,,Single product class,Available,,http://www.vzug.com.au,197.52,,68.7,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW0404
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,V-ZUG,8,,,,239,,,,,,False,,Cold,,Switzerland,True,,,,Drum,,,,,,Yes on the warm wash program only,,Front,,,,11013,,AS/NZS 2040.1:2005/Amdt 3:2010,4.64205858847671,,4.5,,1e-05,,0.12,,40  ͦ C Coloureds normal 1400 rpm,,"Australia,New Zealand",0.12,,96975,Approved,248.22,,0.0,,Drum,,0.52493,,,,2021-05-26,,Single product class,Available,,http://www.vzug.com.au,248.22,,66.3,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW0407
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,V-ZUG,8,,,,291,,,,,,False,,Cold,,Switzerland,True,,,,Drum,,,,,,Yes on the warm wash program only,,Front,,,,11012,,AS/NZS 2040.1:2005/Amdt 3:2010,4.13874515154515,,4.0,,2e-06,,0.09,,40  ͦ C Coloureds normal,,"Australia,New Zealand",0.09,,96976,Approved,226.61,,0.0,,Drum,,0.57442,,,,2021-05-26,,Single product class,Available,,http://www.vzug.com.au,226.61,,77.2,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0406
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Teka,7,,0,,424,,,,0.0,,True,,Cold,,China,True,,565.0,,Drum,,850.0,,0.0,,Yes on the warm wash program only,,Front,,,,TFL7D35,,AS/NZS 2040.1:2005/Amdt 3:2010,3.04602365150133,,3.0,,0.0,,0.2,,"Cotton Eco, 60° C, 1400 rpm",,"Australia,Fiji,New Zealand",0.2,,97203,Approved,310.0,,0.0,,Drum,,0.536,,595.0,,2021-03-15,,Single product class,Available,,,310.0,,72.0,,72.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,,ACW0379
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,FISHER & PAYKEL,8.5,,92,,313,,,,,,False,,Dual,,Thailand,True,,,,Non Drum,,,,,,No,,Top,,Agitator,,WA8560P1,,AS/NZS 2040.1:2005/Amdt 3:2010,4.10748907937152,,4.0,,0.0004,,1.1,,"Regular, Eco-Active On, Warm/Cold, Normal Soil, Eco Rinse",,"Australia,New Zealand",0.0,,97281,Approved,69.0,,0.0,,Non-Drum,,0.6,,,,2021-03-30,,Single product class,Available,,,69.0,,96.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0384
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,FISHER & PAYKEL,8.5,,94,,313,,,,,,False,,Dual,,Thailand,True,,,,Non Drum,,,,,,No,,Top,,Agitator,,WA8560E1,,AS/NZS 2040.1:2005/Amdt 3:2010,4.09702689646305,,4.0,,0.0003,,1.1,,"Regular, Auto, Warm/Cold, Eco-Active™, Eco Rinse",,"Australia,New Zealand",0.0,,97288,Approved,67.0,,0.0,,Non-Drum,,0.6,,,,2021-03-30,,Single product class,Available,,,67.0,,96.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0386
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,FISHER & PAYKEL,8.5,,84,,568,,,,,,False,,Dual,,Thailand,True,,,,Non Drum,,,,,,No,,Top,,Agitator,,WA8560G1,,AS/NZS 2040.1:2005/Amdt 3:2010,2.71267484350009,,2.5,,0.0003,,1.1,,"Regular, Auto, Warm/Cold, Eco Rinse",,"Australia,New Zealand",0.0,,97289,Approved,59.0,,0.0,,Non-Drum,,0.6,,,,2021-03-30,,Single product class,Available,,,59.0,,96.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,,ACW0385
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,SAMSUNG ELECTRONICS,13,,274,0,611,0,"Energy Saving course, Cold, Rinse 3, MAX Spin, bubble wash option OFF",,120.9,0.0,True,,Dual,,South Korea,True,,648.0,0.0,Drum,,984.0,0.0,0.0,0.0,Yes on the warm wash program only,,Front,,,,WD13J7825KP,Wx13xxxxxKx,AS/NZS 2040.1:2005/Amdt 3:2010,3.60573362858889,0.0,3.5,0.0,3.1e-05,0.0,0.45,0.0,"Energy Saving course, 40ºC, Rinse 3, MAX Spin, bubble wash option OFF",,"Australia,Fiji,New Zealand",0.45,0.0,97290,Approved,311.86,0.0,120.9,0.0,Drum,,0.56154,0.0,686.0,0.0,2021-03-30,,Single product class,Available,,http://www.samsung.com.au,311.86,0.0,133.0,0.0,133.0,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,ACW0383
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,SAMSUNG ELECTRONICS,13,,274,0,611,0,"Energy Saving course, Cold, Rinse 3, MAX Spin, bubble wash option OFF",,120.9,0.0,True,,Dual,,South Korea,True,,648.0,0.0,Drum,,984.0,0.0,0.0,0.0,Yes on the warm wash program only,,Front,,,,WF13N7510KW,Wx13xxxxxKx,AS/NZS 2040.1:2005/Amdt 3:2010,3.60573362858889,0.0,3.5,0.0,3.1e-05,0.0,0.45,0.0,"Energy Saving course, 40ºC, Rinse 3, MAX Spin, bubble wash option OFF",,"Australia,Fiji,New Zealand",0.45,0.0,97290,Approved,311.86,0.0,120.9,0.0,Drum,,0.56154,0.0,686.0,0.0,2021-03-30,,Single product class,Available,,http://www.samsung.com.au,311.86,0.0,133.0,0.0,133.0,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,ACW0383
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,SAMSUNG ELECTRONICS,13,,274,0,611,0,"Energy Saving course, Cold, Rinse 3, MAX Spin, bubble wash option OFF",,120.9,0.0,True,,Dual,,South Korea,True,,648.0,0.0,Drum,,984.0,0.0,0.0,0.0,Yes on the warm wash program only,,Front,,,,Wx13xxxxxKx,Wx13xxxxxKx,AS/NZS 2040.1:2005/Amdt 3:2010,3.60573362858889,0.0,3.5,0.0,3.1e-05,0.0,0.45,0.0,"Energy Saving course, 40ºC, Rinse 3, MAX Spin, bubble wash option OFF",,"Australia,Fiji,New Zealand",0.45,0.0,97290,Approved,311.86,0.0,120.9,0.0,Drum,,0.56154,0.0,686.0,0.0,2021-03-30,,Single product class,Available,,http://www.samsung.com.au,311.86,0.0,133.0,0.0,133.0,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,ACW0383
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Esatto,9.5,,0,,762,,,,0.0,,False,,Dual,,China,True,,625.0,,Non Drum,,1015.0,,0.0,,No,,Top,,Impeller,,ETL95,,AS/NZS 2040.1:2005/Amdt 3:2010,2.11589133203407,,2.0,,0.0,,1.1,,Standard,,"Australia,Fiji,New Zealand",1.1,,97473,Approved,82.0,,0.0,,Non-Drum,,0.7,,601.0,,2021-10-31,,Single product class,Available,,,81.66,,125.29,,0.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ACW0466
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Teka,10,,0,,487,,,,0.0,,False,,Cold,,China,True,,595.0,,Drum,,850.0,,0.0,,Yes on the warm wash program only,,Front,,,,TFLW10,,AS/NZS 2040.1:2005/Amdt 3:2010,3.5110629557973,,3.5,,0.0,,0.17,,"Cotton Eco, 1400rpm",,"Australia,Fiji,New Zealand",0.17,,97489,Approved,309.0,,0.0,,Drum,,0.6,,595.0,,2021-03-22,,Single product class,Available,,,308.322,,92.78,,0.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,ACW0382
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Baumatic,7,,,,506,,,,,,False,,Dual,,China,True,,,,Non Drum,,,,,,No,,Top,,Impeller,,BWM7,,AS/NZS 2040.1:2005/Amdt 3:2010,2.39191677965255,,2.0,,0.0,,1.13,,"Standard, Water Level 8",,"Australia,New Zealand",1.13,,97532,Approved,111.0,,0.0,,Non-Drum,,0.7215,,,,2021-04-01,,Single product class,Available,http://www.glendimplex.com.au,,111.0,,99.0,,99.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ACW0387
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,SAMSUNG ELECTRONICS,8.5,,155,,325,,"eCotton, Cold, Rinse 2, 1400RPM",,70.4,,False,,Cold,,South Korea,True,,,,Drum,,,,0.4,,Yes on the warm wash program only,,Front,,,,WW85K5410WW,WW85K5410WW,AS/NZS 2040.1:2005/Amdt 3:2010,4.05558452342306,,4.0,,2e-05,,0.39,,"eCotton, 40ºC, Rinse 2, 1400RPM",,"Australia,Fiji,New Zealand",0.38,,97552,Approved,277.48,,70.8,,Drum,,0.56383,,,,2021-04-18,,Single product class,Available,,http://www.samsung.com.au,277.48,,73.0,,73.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0392
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,SAMSUNG ELECTRONICS,8.5,,155,,325,,"eCotton, Cold, Rinse 2, 1400RPM",,70.4,,False,,Cold,,South Korea,True,,,,Drum,,,,0.4,,Yes on the warm wash program only,,Front,,,,WW85K6410QX,WW85K5410WW,AS/NZS 2040.1:2005/Amdt 3:2010,4.05558452342306,,4.0,,2e-05,,0.39,,"eCotton, 40ºC, Rinse 2, 1400RPM",,"Australia,Fiji,New Zealand",0.38,,97552,Approved,277.48,,70.8,,Drum,,0.56383,,,,2021-04-18,,Single product class,Available,,http://www.samsung.com.au,277.48,,73.0,,73.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0392
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,9,,,,365,,,,,,True,,Dual,,South Korea,True,,640.0,,Drum,,850.0,,,,Yes on the warm wash program only,,Front,,,,WD1409HPW,,AS/NZS 2040.1:2005/Amdt 3:2010,4.01316347375779,,4.0,,0.00022,,0.44,,"Cotton Eco, 40℃, Normal Wash, 1400RPM",,"Australia,New Zealand",0.43,,97637,Approved,366.0,,0.0,,Drum,,0.51729,,600.0,,2021-04-05,,Single product class,Unavailable,,,366.0,,77.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0388
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,BOSCH,8,,,,315,,,,,,False,,Cold,,China,True,,,,Drum,,,,,,Yes on the warm wash program only,,Front,,,,WAT24220AU,,AS/NZS 2040.1:2005/Amdt 3:2010,4.0277205096205,,4.0,,0.00026,,0.46,,"Cotton 60 degrees, Eco, 1200 rpm",,"Australia,New Zealand",0.13,,97756,Approved,266.0,,0.0,,Drum,,0.54435,,,,2021-04-21,,Single product class,Available,,http://www.bosch-home.com.au/,266.0,,68.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0393
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,SAMSUNG,11,,235,,425,,"e Cotton Cold, 2 rinses, 1400 rpm",,87.535,,False,,Cold,,South Korea,True,,700.0,,Drum,,850.0,,1.0,,Yes on the warm wash program only,,Front,,,,WW11K8412OW,,AS/NZS 2040.1:2005/Amdt 3:2010,4.00470631149462,,4.0,,0.0,,0.426,,"e Cotton 40(degrees symbol)C, 2 rinses, 1400 rpm",,"Australia,Fiji,New Zealand",0.426,,97757,Approved,272.12,,88.535,,Drum,,0.579,,600.0,,2021-04-12,,Single product class,Available,,http://www.samsung.com.au,272.12,,90.481,,88.535,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0389
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,10,,,,316,,,,,,False,,Dual,,South Korea,True,,640.0,,Drum,,850.0,,,,Yes on the warm wash program only,,Front,,,,WD1410SBW,,AS/NZS 2040.1:2005/Amdt 3:2010,4.5104412200021,,4.5,,0.00028,,0.59,,"Cotton Eco, 40C, Normal Rinse, 1400RPM",,"Australia,New Zealand",0.59,,97778,Approved,294.0,,0.0,,Drum,,0.53349,,600.0,,2021-04-27,,Single product class,Unavailable,,,294.0,,86.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW0396
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Euroclean,7,,,,509,,,,,,False,,Dual,,China,True,,560.0,,Non Drum,,945.0,,,,No,,Top,,Impeller,,CX7TL,,AS/NZS 2040.1:2005/Amdt 3:2010,2.30624799751036,,2.0,,0.0,,1.977,,"Standard, soak off, hot&cold, water level 8",,"Australia,Fiji,New Zealand",0.947,,97832,Approved,77.2,,0.0,,Non-Drum,,0.787,,550.0,,2021-04-21,,Single product class,Available,,,77.2,,102.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ACW0394
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,BOSCH,7,,,,259,,,,69.0,,False,,Cold,,Thailand,True,,,,Drum,,,,0.0,,Yes on the warm wash program only,,Front,,,,WAE24462AU,,AS/NZS 2040.1:2005/Amdt 3:2010,4.02887966181195,,4.0,,0.0,,2.2,,Cotton 40c; Intensive; 1200rpm,,"Australia,Fiji,New Zealand",0.13,,97851,Approved,145.0,,69.0,,Drum,,0.613,,,,2021-05-02,,Single product class,Unavailable,,http://www.bosch-home.com.au/,146.0,,69.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0398
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,HELLER,6,,44,,365,,"Standard, Water Supply: Hot & Cold, Water Level:8",,87.5,,False,,Dual,,China,True,,540.0,,Non Drum,,920.0,,0.0,,No,,Top,,Impeller,,HWM6TL,,AS/NZS 2040.1:2005/Amdt 3:2010,2.45981629141275,,2.0,,0.0,,1.85,,"Standard, Water Supply: Hot & Cold, Water Level:8",,"Australia,Fiji,New Zealand",1.02,,97872,Approved,59.0,,87.5,,Non-Drum,,0.9999,,540.0,,2021-05-10,,Single product class,Available,http://www.gafcontrol.com.au/,http://www.gafcontrol.com.au ,48.0,,88.0,,88.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ACW0403
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,BOSCH,8,,,,300,,,,,,True,,Cold,,China,True,,,,Drum,,,,,,Yes on the warm wash program only,,Front,,,,WVH28490AU,,AS/NZS 2040.1:2005/Amdt 3:2010,4.10165607514424,,4.0,,0.00071,,0.866,,"Cottons 60°C, Eco, 1400rpm",,"Australia,New Zealand",0.583,,97969,Approved,286.0,,0.0,,Drum,,0.56052,,,,2021-04-21,,Single product class,Available,,http://www.bosch-home.com.au/,286.0,,0.0,,67.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0395
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,SIEMENS,8,,,,300,,,,,,True,,Cold,,China,True,,,,Drum,,,,,,Yes on the warm wash program only,,Front,,,,WD14H490AU,,AS/NZS 2040.1:2005/Amdt 3:2010,4.10165607514424,,4.0,,0.00071,,0.866,,"Cottons 60°C, Eco, 1400rpm",,"Australia,New Zealand",0.583,,97991,Approved,286.0,,0.0,,Drum,,0.56052,,,,2021-04-12,,Single product class,Available,,http://www.siemens-home.com.au/,286.0,,0.0,,67.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0390
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,7.5,,,,375,,,,,,False,,Dual,,South Korea,True,,590.0,,Drum,,850.0,,,,Yes on the warm wash program only,,Front,,,,WD1475NPW,,AS/NZS 2040.1:2005/Amdt 3:2010,3.52169915479781,,3.5,,0.0002,,0.44,,"Cotton Eco, 40C, Normal Rinse, 1400RPM",,"Australia,New Zealand",0.44,,98038,Approved,330.0,,0.0,,Drum,,0.52598,,600.0,,2021-04-18,,Single product class,Unavailable,,,330.0,,77.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,ACW0391
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Fairhall,9.5,,,,762,,,,,,False,,Dual,,China,True,,625.0,,Non Drum,,1015.0,,,,No,,Top,,,,TL95AU,,AS/NZS 2040.1:2005/Amdt 3:2010,2.11589133203407,,2.0,,0.2251,,1.1,,"Standard Program. Water Level 6, Using 7 Times Per Week",,Australia,1.1,,98176,Approved,85.98,,0.0,,Drum,,0.7477,,601.0,,2021-05-10,,Single product class,Available,,,129.0,,125.0,,125.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ACW0402
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,16,,,,621,,,,,,False,,Dual,,South Korea,True,,835.0,,Drum,,990.0,,,,Yes on the warm wash program only,,Front,,,,WD1216STTV,WD1216STTV,AS/NZS 2040.1:2005/Amdt 3:2010,4.00146339259681,,4.0,,0.00023,,0.43,,"Cotton 40, Intensive Wash, Rinse 3, Extra High Spin, Turbo Clean",,"Australia,New Zealand",0.43,,98268,Approved,287.0,,0.0,,Drum,,0.57519,,700.0,,2021-04-29,,Single product class,Unavailable,,,287.0,,164.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0399
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,16,,,,621,,,,,,False,,Dual,,South Korea,True,,835.0,,Drum,,990.0,,,,Yes on the warm wash program only,,Front,,,,WD1216STTW,WD1216STTV,AS/NZS 2040.1:2005/Amdt 3:2010,4.00146339259681,,4.0,,0.00023,,0.43,,"Cotton 40, Intensive Wash, Rinse 3, Extra High Spin, Turbo Clean",,"Australia,New Zealand",0.43,,98268,Approved,287.0,,0.0,,Drum,,0.57519,,700.0,,2021-04-29,,Single product class,Unavailable,,,287.0,,164.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0399
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,FISHER & PAYKEL,5.5,,54,,499,,Regular; High; Cold; Eco,,50.93,,False,,Dual,,Thailand,False,,,,Non Drum,,,,25.92,,No,,Top,,Agitator,,MW513,MW513,AS/NZS 2040.1:2005/Amdt 3:2010,1.94255,,1.5,,0.004,,1.2,,Regular; High; Warm; Eco,,"Australia,New Zealand",0.0,,98339,Approved,43.0,,76.86,,Non-Drum,,0.63,,,,2021-05-24,,Single product class,Available,http://www.fisherpaykel.co.nz/,,43.0,,77.0,,77.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,,ACW0400
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,FISHER & PAYKEL,5.5,,54,,499,,Regular; High; Cold; Eco,,50.93,,False,,Dual,,Thailand,False,,,,Non Drum,,,,25.92,,No,,Top,,Agitator,,WA55T56M,MW513,AS/NZS 2040.1:2005/Amdt 3:2010,1.94255,,1.5,,0.004,,1.2,,Regular; High; Warm; Eco,,"Australia,New Zealand",0.0,,98339,Approved,43.0,,76.86,,Non-Drum,,0.63,,,,2021-05-24,,Single product class,Available,http://www.fisherpaykel.co.nz/,,43.0,,77.0,,77.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,,ACW0400
