ApplStandard,Brand,Country Of Manufacturer,Eff50,Eff75,EffFL,Enclr,Frame,High_eff_compl,High_eff_load,kWatt,MEPS_Applic,MEPS_compl_load,MEPS_Why,Model No,Family Name,Mount_Code,N-Standard,N-TestMethod,NumPls,Sold_in,Submit_ID,SubmitStatus,Torque_FL,Voltage,Weight,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,WEG,"Brazil,China",94.6,95.7,95.6,"IP55,IP56,IP65,IP66",355 M/L,Yes - 2005 High Efficiency Level,both,110.0,Yes - 2006 MEPS Level,both,,"110kW 8P 355M/L W22 IE3 (Incl. W22M, Ex-db, Ex-db eb, Ex-eb, Ex-ec, Ex-tb, Ex-tc)",,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),A,8,"Australia,Fiji,New Zealand",121240,Approved,,"380,400,415,460,690",,2024-05-06,,Single product class,Available,http://www.weg.net/br,http://www.weg.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,WEG,"Brazil,China",94.8,95.3,95.6,"IP55,IP56,IP65,IP66",355 M/L,Yes - 2005 High Efficiency Level,100,132.0,Yes - 2006 MEPS Level,both,,"132kW 6P 355M/L W21 IE3 (Incl. W21M, Ex-db, Ex-db eb, Ex-eb, Ex-ec, Ex-tb, Ex-tc)",,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",121241,Approved,,"380,400,415,460,690",,2024-05-06,,Single product class,Available,http://www.weg.net/br,http://www.weg.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,WEG,"Brazil,China",95.7,95.8,95.4,"IP55,IP56,IP65,IP66",355 M/L,Yes - 2005 High Efficiency Level,75,150.0,Yes - 2006 MEPS Level,both,,"150kW 6P 355M/L W21 IE3 (Incl. W21M, Ex-db, Ex-db eb, Ex-eb, Ex-ec, Ex-tb, Ex-tc)",,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",121242,Approved,,"380,400,415,460,690",,2024-05-17,,Single product class,Available,http://www.weg.net/br,http://www.weg.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,WEG,"Brazil,China",95.8,96.3,96.1,"IP55,IP56,IP65,IP66",355 M/L,Yes - 2005 High Efficiency Level,both,160.0,Yes - 2006 MEPS Level,both,,"160kW 6P 355M/L W21 IE3 (Incl. W21M, Ex-db, Ex-db eb, Ex-eb, Ex-ec, Ex-tb, Ex-tc)",,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",121243,Approved,,"380,400,415,460,690",,2024-05-06,,Single product class,Available,http://www.weg.net/br,http://www.weg.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,WEG,"Brazil,China",95.0,95.7,95.8,"IP55,IP56,IP65,IP66",355 M/L,Yes - 2005 High Efficiency Level,100,160.0,Yes - 2006 MEPS Level,both,,"160kW 6P 355M/L W22 IE3 (Incl. W22M, Ex-db, Ex-db eb, Ex-eb, Ex-ec, Ex-tb, Ex-tc)",,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",121244,Approved,,"380,400,415,460,690",,2024-05-06,,Single product class,Available,http://www.weg.net/br,http://www.weg.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,89.8,90.6,91.0,IP55,160 M (foot),No,,11.0,Yes - 2006 MEPS Level,both,,E2-ASA-160Ma-2,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121281,Approved,,"400,415,720",,2024-05-08,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,78.1,85.61,87.95,IP55,112 M (foot),No,,4.0,Yes - 2006 MEPS Level,100,,YB2-112M-2-4kW,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121282,Approved,,"380,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,69.01,76.52,78.86,IP55,112 M (foot),No,,1.5,Yes - 2006 MEPS Level,100,,YB2-112M-8-1.5kW,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,8,"Australia,Fiji,New Zealand",121283,Approved,,"380,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,79.14,86.65,88.99,IP55,132 S (foot),No,,5.5,Yes - 2006 MEPS Level,100,,YB2-132S1-2-5.5kW,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121286,Approved,,"380,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,80.07,87.58,89.92,IP55,132 S (foot),No,,7.5,Yes - 2006 MEPS Level,100,,YB2-132S2-2-7.5kW,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121287,Approved,,"380,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,75.36,82.87,85.21,IP55,132 S (foot),No,,3.0,Yes - 2006 MEPS Level,100,,YB2-132S-6-3kW,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,6,"Australia,Fiji,New Zealand",121288,Approved,,"380,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,71.69,79.2,81.54,IP55,132 S (foot),No,,2.2,Yes - 2006 MEPS Level,100,,YB2-132S-8-2.2kW,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,8,"Australia,Fiji,New Zealand",121289,Approved,,"380,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,81.16,88.67,91.01,IP55,160 L (foot),No,,11.0,Yes - 2006 MEPS Level,100,,YBX3-160L-6-11kW,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,6,"Australia,Fiji,New Zealand",121292,Approved,,"380,415,720",,2024-05-09,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,WEG,China,84.6,85.7,84.9,"IP55,IP56,IP65,IP66",132 S,No,,3.0,Yes - 2006 MEPS Level,both,,"3kW 6P 132S W21 IE2 (Incl. W21M, Ex-db, Ex-db eb, Ex-eb, Ex-ec, Ex-tb, Ex-tc)",,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",121301,Approved,,"380,400,415,460,690",,2024-05-07,,Single product class,Available,http://www.weg.net/cn,http://www.weg.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,WEG,China,82.5,84.5,84.7,"IP55,IP56,IP65,IP66",132 M,No,,4.0,Yes - 2006 MEPS Level,100,,"4kW 6P 132M W21 IE2 (Incl. W21M, Ex-db, Ex-db eb, Ex-eb, Ex-ec, Ex-tb, Ex-tc)",,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",121302,Approved,,"380,400,415,460,690",,2024-05-07,,Single product class,Available,http://www.weg.net/cn,http://www.weg.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,WEG,China,90.2,91.2,90.9,"IP55,IP56,IP65,IP66",132 M,No,,5.5,Yes - 2006 MEPS Level,both,,"5.5kW 2P 132M W21 IE2 (Incl. W21M, Ex-db, Ex-db eb, Ex-eb, Ex-ec, Ex-tb, Ex-tc)",,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",121303,Approved,,"380,400,415,460,690",,2024-05-07,,Single product class,Available,http://www.weg.net/cn,http://www.weg.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,WEG,China,87.2,87.6,86.4,"IP55,IP56,IP65,IP66",132 M,No,,5.5,Yes - 2006 MEPS Level,both,,"5.5kW 6P 132M W21 IE2 (Incl. W21M, Ex-db, Ex-db eb, Ex-eb, Ex-ec, Ex-tb, Ex-tc)",,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",121304,Approved,,"380,400,415,460,690",,2024-05-07,,Single product class,Available,http://www.weg.net/cn,http://www.weg.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,WEG,China,90.0,90.8,90.3,"IP55,IP56,IP65,IP66",132 M,No,,11.0,Yes - 2006 MEPS Level,both,,"11kW 2P 132M W21 IE2 (Incl. W21M, Ex-db, Ex-db eb, Ex-eb, Ex-ec, Ex-tb, Ex-tc)",,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",121305,Approved,,"380,400,415,460,690",,2024-05-13,,Single product class,Available,http://www.weg.net/cn,http://www.weg.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,WEG,China,89.5,90.3,89.9,"IP55,IP56,IP65,IP66",160 M/L,No,,9.2,Yes - 2006 MEPS Level,both,,"9.2kW 4P 160M/L W21 IE2 (Incl. W21M, Ex-db, Ex-db eb, Ex-eb, Ex-ec, Ex-tb, Ex-tc)",,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",121307,Approved,,"380,400,415,460,690",,2024-05-07,,Single product class,Available,http://www.weg.net/cn,http://www.weg.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,WEG,China,84.3,86.7,88.9,"IP55,IP56,IP65,IP66",160 M/L,No,,9.2,Yes - 2006 MEPS Level,100,,"9.2kW 6P 160M/L W21 IE2 (Incl. W21M, Ex-db, Ex-db eb, Ex-eb, Ex-ec, Ex-tb, Ex-tc)",,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",121308,Approved,,"380,400,415,460,690",,2024-05-08,,Single product class,Available,http://www.weg.net/cn,http://www.weg.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,WEG,China,86.8,88.4,89.0,"IP55,IP56,IP65,IP66",160 M/L,No,,11.0,Yes - 2006 MEPS Level,100,,"11kW 6P 160M/L W21 IE2 (Incl. W21M, Ex-db, Ex-db eb, Ex-eb, Ex-ec, Ex-tb, Ex-tc)",,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",121309,Approved,,"380,400,415,460,690",,2024-05-07,,Single product class,Available,http://www.weg.net/cn,http://www.weg.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,WEG,China,82.2,85.5,87.2,"IP55,IP56,IP65,IP66",180 M/L,No,,9.2,Yes - 2006 MEPS Level,100,,"9.2kW 8P 180M/L W21 IE2 (Incl. W21M, Ex-db, Ex-db eb, Ex-eb, Ex-ec, Ex-tb, Ex-tc)",,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),A,8,"Australia,Fiji,New Zealand",121310,Approved,,"380,400,415,460,690",,2024-05-07,,Single product class,Available,http://www.weg.net/cn,http://www.weg.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,WEG,China,86.8,88.4,89.0,"IP55,IP56,IP65,IP66",180 M/L,No,,11.0,Yes - 2006 MEPS Level,100,,"11kW 6P 180M/L W21 IE2 (Incl. W21M, Ex-db, Ex-db eb, Ex-eb, Ex-ec, Ex-tb, Ex-tc)",,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",121311,Approved,,"380,400,415,460,690",,2024-05-10,,Single product class,Available,http://www.weg.net/cn,http://www.weg.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,WEG,China,92.9,92.9,92.2,"IP55,IP56,IP65,IP66",180 M/L,No,,22.0,Yes - 2006 MEPS Level,both,,"22kW 4P 180M/L W21 IE2 (Incl. W21M, Ex-db, Ex-db eb, Ex-eb, Ex-ec, Ex-tb, Ex-tc)",,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",121312,Approved,,"380,400,415,460,690",,2024-05-07,,Single product class,Available,http://www.weg.net/cn,http://www.weg.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,WEG,China,91.1,91.4,90.4,"IP55,IP56,IP65,IP66",200 M/L,No,,18.5,Yes - 2006 MEPS Level,both,,"18.5kW 6P 200M/L W21 IE2 (Incl. W21M, Ex-db, Ex-db eb, Ex-eb, Ex-ec, Ex-tb, Ex-tc)",,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",121316,Approved,,"380,400,415,460,690",,2024-05-07,,Single product class,Available,http://www.weg.net/cn,http://www.weg.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,WEG,China,93.2,94.0,93.9,"IP55,IP56,IP65,IP66",200 M/L,No,,30.0,Yes - 2006 MEPS Level,both,,"30kW 2P 200M/L W21 IE2 (Incl. W21M, Ex-db, Ex-db eb, Ex-eb, Ex-ec, Ex-tb, Ex-tc)",,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",121317,Approved,,"380,400,415,460,690",,2024-05-07,,Single product class,Available,http://www.weg.net/cn,http://www.weg.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,WEG,China,92.7,93.4,93.1,"IP55,IP56,IP65,IP66",200 M/L,No,,30.0,Yes - 2006 MEPS Level,both,,"30kW 4P 200M/L W21 IE2 (Incl. W21M, Ex-db, Ex-db eb, Ex-eb, Ex-ec, Ex-tb, Ex-tc)",,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",121318,Approved,,"380,400,415,460,690",,2024-05-07,,Single product class,Available,http://www.weg.net/cn,http://www.weg.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,81.49,89.0,91.34,IP55,160 M (foot),No,,11.0,Yes - 2006 MEPS Level,100,,YBX3-160M-4-11kW,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121321,Approved,,"380,415,720",,2024-05-08,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,82.97,90.48,92.82,IP55,180 L (foot),No,,22.0,Yes - 2006 MEPS Level,100,,YB2-180L-4-22kW,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121330,Approved,,"380,415,720",,2024-05-10,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,81.46,88.97,91.31,IP55,180 L (foot),No,,15.0,Yes - 2006 MEPS Level,100,,YB2-180L-6-15kW,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,6,"Australia,Fiji,New Zealand",121332,Approved,,"380,415,720",,2024-05-10,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,80.46,87.97,90.31,IP55,180 L (foot),No,,11.0,Yes - 2006 MEPS Level,100,,YB2-180L-8-11kW,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,8,"Australia,Fiji,New Zealand",121334,Approved,,"380,415,720",,2024-05-10,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,82.98,90.49,92.83,IP55,180 M (foot),No,,22.0,Yes - 2006 MEPS Level,100,,YB2-180M-2-22kW,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121335,Approved,,"380,415,720",,2024-05-10,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,82.66,90.17,92.51,IP55,180 M (foot),No,,18.5,Yes - 2006 MEPS Level,100,,YB2-180M-4-18.5kW,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121336,Approved,,"380,415,720",,2024-05-10,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SIEMENS,Czechia,88.1,89.1,88.8,IP55,132 M (foot),,,5.5,,,,1CD3133C,,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),2-1-1B,6,"Australia,Fiji,New Zealand",121342,Approved,17.8,"200,220,230,240,380,400,415,440,460,480,550,690",58.0,2024-05-14,,Single product class,Available,http://www.siemens.com/,http://w1.siemens.com/answers/aunz/en/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SIEMENS,Czechia,90.7,91.5,91.1,IP55,132 S (foot),,,5.5,No,,,1CD3130B,,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),2-1-1B,4,"Australia,Fiji,New Zealand",121343,Approved,17.8,"200,220,230,240,380,400,415,440,460,480,550,690",58.0,2024-05-14,,Single product class,Available,http://www.siemens.com/,http://w1.siemens.com/answers/aunz/en/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SIEMENS,Czechia,86.5,87.9,87.6,IP55,132 S (foot),,,3.0,,,,1CD3130C,,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),2-1-1B,6,"Australia,Fiji,New Zealand",121344,Approved,17.8,"200,220,230,240,380,400,415,440,460,480,550,690",58.0,2024-05-14,,Single product class,Available,http://www.siemens.com/,http://w1.siemens.com/answers/aunz/en/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SIEMENS,Czechia,86.9,87.7,86.9,IP55,132 M (foot),,,4.0,,,,1CD3132C,,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),2-1-1B,6,"Australia,Fiji,New Zealand",121345,Approved,17.8,"200,220,230,240,380,400,415,440,460,480,550,690",58.0,2024-05-14,,Single product class,Available,http://www.siemens.com/,http://w1.siemens.com/answers/aunz/en/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SIEMENS,Czechia,83.9,85.0,84.4,IP55,132 M (foot),,,3.0,,,,1CD3132D,,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),2-1-1B,8,"Australia,Fiji,New Zealand",121346,Approved,17.8,"200,220,230,240,380,400,415,440,460,480,550,690",58.0,2024-05-14,,Single product class,Available,http://www.siemens.com/,http://w1.siemens.com/answers/aunz/en/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SIEMENS,Czechia,82.7,84.1,83.7,IP55,132 S (foot),,,2.2,,,,1CD3130D,,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),2-1-1B,8,"Australia,Fiji,New Zealand",121347,Approved,17.8,"200,220,230,240,380,400,415,440,460,480,550,690",58.0,2024-05-14,,Single product class,Available,http://www.siemens.com/,http://w1.siemens.com/answers/aunz/en/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SIEMENS,Czechia,89.8,90.6,90.3,IP55,132 M (foot),,,7.5,,,,1CD3132B,,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",IEC 60034-2-1 (Edition 2.0),2-1-1B,4,"Australia,Fiji,New Zealand",121348,Approved,17.8,"200,220,230,240,380,400,415,440,460,480,550,690",58.0,2024-05-14,,Single product class,Available,http://www.siemens.com/,http://w1.siemens.com/answers/aunz/en/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,AEG,China,91.85,93.02,93.19,IP55,200 L (foot),No,,37.0,Yes - 2006 MEPS Level,both,,JM1 200L2-2,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,New Zealand",121358,Approved,,"415,690",,2024-05-08,,Single product class,Available,http://www.china-jinlong.com/,http://www.china-jinlong.com/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,AEG,China,91.02,92.18,92.22,IP55,200 L (foot),No,,30.0,Yes - 2006 MEPS Level,both,,JM1 200L1-2,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,New Zealand",121360,Approved,,"400,690",,2024-05-08,,Single product class,Available,http://www.china-jinlong.com/,http://www.china-jinlong.com/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,91.2,92.0,92.4,IP55,160 L (foot),No,,18.5,Yes - 2006 MEPS Level,both,,E2-ASA-160L-2,,"B3,B5,B35",IEC 60034-2-1 (Edition 2.0),B,2,"Australia,Fiji,New Zealand",121394,Approved,,"400,415,720",,2024-05-09,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,88.8,91.1,91.9,IP55,160 L (foot),No,,15.0,Yes - 2006 MEPS Level,100,,E2-ASA-160L-4,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121405,Approved,,"400,415,720",,2024-05-09,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,Ingersoll Rand,China,94.89,95.4,95.3,IP55,315 L (foot),No,,160.0,Yes - 2006 MEPS Level,100,,F315L-4-160,,B35,IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",121406,Approved,,400,,2024-05-13,,Single product class,Unavailable,http://www.ingersollrand.com/,http://www.ingersollrand.com/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,91.5,92.5,92.6,IP55,180 M (foot),No,,18.5,Yes - 2006 MEPS Level,both,,E2-ASA-180M-4,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121407,Approved,,"400,415,720",,2024-05-10,,Single product class,Available,,http://www.samt.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,Romania,90.8,93.2,93.6,IP55,200 L (foot),No,,30.0,Yes - 2006 MEPS Level,both,,E2-ASA-200La-4,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",121408,Approved,,"400,415,720",,2024-05-13,,Single product class,Available,,http://www.samt.com.au/
